time (min),f (Hz),d (ppm)
0.0,-0.14919134825468205,0.2736468454537828
0.030000000000001137,0.0,0.2926322664089014
0.060000000000002274,-0.03684231191873977,0.2760965874960988
0.09000000000000341,-0.0970882982015624,0.2427341211742231
0.12999999999999545,0.011506706476211548,0.2727599384278392
0.1599999999999966,0.06489209085702896,0.24823336338954505
0.18999999999999773,0.07114189863204956,0.27351559470767484
0.22999999999998977,0.03699782788753225,0.27860130513774095
0.2599999999999909,0.06588103175162985,0.2706285519489313
0.28999999999999204,-0.059597966074946385,0.27427900681325923
0.3299999999999841,0.12981948405504085,0.27598386261301755
0.3599999999999852,0.053675904870033264,0.2531276081876115
0.39999999999997726,0.21395163089037084,0.2790162804001568
0.4299999999999784,0.12871846258639863,0.2679515117290947
0.45999999999997954,0.151083815097806,0.2638536491793957
0.4899999999999807,0.15214237421751164,0.24816613952633304
0.5300000000000011,0.19567329585552073,0.26796699774571664
0.5600000000000023,0.2517825409769969,0.2631264071910522
0.5900000000000034,0.03312593400477937,0.26410316224301766
0.6299999999999955,0.1948462679982157,0.24869680353641854
0.6599999999999966,-0.1360292285680771,0.2801172173704174
0.6999999999999886,0.13735774010419988,0.2568259186591746
0.7299999999999898,0.20018141716718674,0.25897547685146094
0.7599999999999909,0.15426376461982727,0.2580369977256112
0.789999999999992,0.03614937961101106,0.26056477591814087
0.8299999999999841,0.1861996367573724,0.26436157215411527
0.8599999999999852,0.13768182694911957,0.26267171992677163
0.8899999999999864,-0.11692239940166615,0.266504674963258
0.9299999999999784,0.3287970989942508,0.30556867617097794
0.9599999999999795,0.002437639236447353,0.2580279845007851
1.0,0.10241349041461945,0.3016364047581561
1.0300000000000011,0.1472414717078223,0.2688292065574984
1.0600000000000023,0.08509527593850663,0.287359455525916
1.0900000000000034,0.060918262600900164,0.25832794824253824
1.1299999999999955,0.11983659416436865,0.25947880793235356
1.1599999999999966,0.0765313059091568,0.28743821440441764
1.1999999999999886,-0.006038127839566698,0.2838590503116194
1.2299999999999898,0.019906564056874743,0.2912410277186126
1.259999999999991,-0.06144987940788127,0.3091090561473777
1.289999999999992,-0.06184091567993022,0.2998341603037744
1.329999999999984,-0.10772235691547394,0.29751338540616246
1.3599999999999852,-0.11431677788495875,0.29404615677029255
1.3899999999999864,-0.3596540436148672,0.30681234287834513
1.4199999999999875,-0.18387408703565455,0.3049411525181398
1.4499999999999886,-0.6678269654512405,0.29022208603241495
1.4799999999999898,-0.4677867099642796,0.36756231610699786
1.5199999999999818,-0.6595761030912399,0.35163289659698194
1.549999999999983,-0.8413866952061682,0.3864190736069446
1.5900000000000034,-0.8531003355979934,0.39441968534518423
1.6199999999999761,-0.8736095383763356,0.39531932008713966
1.6499999999999773,-1.1534799724817262,0.4346062449682222
1.6799999999999784,-1.1868118360638604,0.43291124805341497
1.7199999999999989,-1.3627989977598176,0.48698354031685653
1.75,-1.561252836883071,0.4604495039122156
1.789999999999992,-1.584679789841175,0.4540344037725532
1.8199999999999932,-1.7477979049086585,0.4674269851045807
1.8499999999999943,-1.8242313966155095,0.5052810576313789
1.8799999999999955,-1.7675686597824125,0.5368416391602437
1.9199999999999875,-1.951483093202114,0.517308210303824
1.9499999999999886,-1.9124858498573332,0.513640678446265
1.9899999999999807,-2.112734647095202,0.5674876710711629
2.019999999999982,-2.1837813973426847,0.5668701237397329
2.049999999999983,-2.344358752667908,0.568006706140622
2.0900000000000034,-2.393308264017108,0.5915862505745793
2.119999999999976,-2.507112099230291,0.6000153723759212
2.1499999999999773,-2.5133960887789755,0.6130028774040568
2.1899999999999977,-2.6741727575659766,0.6007684088880438
2.219999999999999,-2.616188082098965,0.644058066972562
2.25,-2.7578112006187467,0.6112168121909036
2.289999999999992,-2.812423650920394,0.6625014769686146
2.319999999999993,-3.111617752909659,0.6455524915485853
2.3499999999999943,-2.859522198140624,0.6468255528017579
2.3899999999999864,-3.145171079039578,0.6457359244835033
2.4199999999999875,-3.212611395120625,0.6594178853412558
2.4499999999999886,-3.3868896648287787,0.6885273159090559
2.4899999999999807,-3.3576139673590646,0.7053516839560814
2.519999999999982,-3.5043198049068494,0.7424412794052984
2.549999999999983,-3.742712177336216,0.7109421001976557
2.5900000000000034,-3.695404779911044,0.705820751709453
2.619999999999976,-3.9005456537008314,0.7433770262603332
2.6499999999999773,-3.772720907628539,0.7395013457782937
2.6899999999999977,-4.007097101211549,0.7396546868465208
2.719999999999999,-4.087129466235638,0.7646760407758251
2.75,-3.9594524070620523,0.7629283351836733
2.789999999999992,-4.356941193342209,0.7955156517192563
2.819999999999993,-4.421116405725478,0.802356899633196
2.8499999999999943,-4.572063036262989,0.8418298304732161
2.8899999999999864,-4.816518323123454,0.8480941239544251
2.9199999999999875,-4.7147048279643045,0.8528889485005777
2.9499999999999886,-4.832591760158543,0.8490460346392155
2.9899999999999807,-4.909967520833014,0.8586881499824983
3.019999999999982,-5.1641885131597505,0.8706549152268934
3.049999999999983,-5.324251133203511,0.9122157527407211
3.0900000000000034,-5.512228064239025,0.9131108003354598
3.119999999999976,-5.603631559014325,0.9590737917816341
3.1499999999999773,-5.807159154117109,0.9589883844024598
3.1799999999999784,-6.01634735912085,0.9333366892763024
3.219999999999999,-6.010463607311252,0.9786836495772349
3.25,-6.144532823562621,1.0058493045906118
3.289999999999992,-6.501331368088721,1.0234551737552238
3.319999999999993,-6.571637888252738,0.9958033866149805
3.3499999999999943,-6.630804926156998,1.062822098902032
3.3899999999999864,-6.8372925639152555,1.0712497378680013
3.4199999999999875,-6.784463241696358,1.0775951437432383
3.4499999999999886,-7.377950493991378,1.0876433591707837
3.4899999999999807,-7.300774796307088,1.0958967349167779
3.519999999999982,-7.412473446130754,1.1088054462428403
3.549999999999983,-7.461746357381344,1.1645659826751
3.5900000000000034,-7.858611322939396,1.149590600402533
3.619999999999976,-7.7260320737958,1.1799209409465163
3.6499999999999773,-8.089144316315654,1.1883757546179368
3.6899999999999977,-8.196528109908108,1.22085971286522
3.719999999999999,-8.502476760745047,1.2346734830989732
3.75,-8.645721630752085,1.277903891725785
3.789999999999992,-8.928782401978971,1.2655992739071849
3.819999999999993,-8.958943834900857,1.2729769868476808
3.8499999999999943,-9.006644298136237,1.2883650755755554
3.8799999999999955,-9.278005993366243,1.2974893757944415
3.9199999999999875,-9.525704000890258,1.3209516364912588
3.9499999999999886,-9.614735847711565,1.3304253098134353
3.9799999999999898,-9.92481037378311,1.3339732712018986
4.019999999999982,-9.957459639012818,1.3825966905799163
4.049999999999983,-10.35785346925259,1.4195737815264806
4.090000000000003,-10.410441485047343,1.428970684818779
4.119999999999976,-10.638607509434223,1.4655003449751831
4.149999999999977,-10.720772542059422,1.468255744994181
4.179999999999978,-10.699180293083195,1.4824113872816156
4.219999999999999,-10.993389067053798,1.5074401076409742
4.259999999999991,-11.354451535642148,1.5184054009946522
4.289999999999992,-11.382507461309437,1.5762211117515363
4.329999999999984,-11.672864182293416,1.5684710105116153
4.359999999999985,-11.802003654837613,1.5910721459232633
4.389999999999986,-12.023648054897784,1.6019369776746402
4.429999999999978,-12.113558144867419,1.6166379458144178
4.469999999999999,-12.392145283520222,1.6260827835237563
4.5,-12.555936039984225,1.6826198888341821
4.539999999999992,-12.710060542821886,1.67292535904582
4.569999999999993,-13.011818674206737,1.7132259838850814
4.599999999999994,-13.171167877316478,1.7107349324130183
4.639999999999986,-13.203450177609923,1.7281119761115775
4.6699999999999875,-13.513439229130746,1.692509755144414
4.699999999999989,-13.680451713502407,1.7588424117638937
4.739999999999981,-13.877577923238277,1.7978732056967317
4.769999999999982,-13.977969416975974,1.7993065647366961
4.799999999999983,-14.270861625671387,1.8146589808043814
4.840000000000003,-14.484265023469924,1.8188420141900252
4.869999999999976,-14.482843017578126,1.867160267443424
4.899999999999977,-14.810133133828643,1.8735340560367746
4.939999999999998,-14.87539946883917,1.8704560860048218
4.969999999999999,-15.203717148303987,1.9060615000200158
5.0,-15.499084126949313,1.9449386096468402
5.039999999999992,-15.434433077275756,1.9552668144658156
5.069999999999993,-15.782943093776701,1.9946917658172936
5.099999999999994,-15.958560127019886,2.0135031323755044
5.139999999999986,-15.90379898995161,2.0424832026692172
5.1699999999999875,-16.384481549263,2.0455265965610607
