time (min),f (Hz),d (ppm)
0.0,-0.1699999999254942,0.7132394366197445
0.00999999999999801,0.0,0.6232394366197411
0.020000000000003126,0.3899999987334013,0.7032394366197252
0.020000000000003126,0.5299999993294477,0.6532394366197423
0.030000000000001137,0.43999999947845936,0.633239436619732
0.03999999999999915,0.7400000002235174,0.6832394366197434
0.04999999999999716,0.40000000037252903,0.6732394366197241
0.04999999999999716,0.6799999997019768,0.6732394366197241
0.060000000000002274,0.900000000372529,0.6632394366197332
0.07000000000000028,0.8899999987334013,0.6632394366197332
0.07000000000000028,1.150000000372529,0.6632394366197332
0.0799999999999983,1.1399999987334013,0.6732394366197241
0.09000000000000341,1.699999999254942,0.6432394366197514
0.09000000000000341,1.3899999987334013,0.5832394366197491
0.10000000000000142,1.5199999995529652,0.5832394366197491
0.10999999999999943,1.7899999991059303,0.633239436619732
0.11999999999999744,1.719999998807907,0.5832394366197491
0.11999999999999744,1.8699999991804361,0.5832394366197491
0.13000000000000256,1.900000000372529,0.6132394366197502
0.14000000000000057,1.8699999991804361,0.6132394366197502
0.14999999999999858,1.8799999989569187,0.6232394366197411
0.14999999999999858,2.2899999991059303,0.6132394366197502
0.1599999999999966,2.099999999627471,0.633239436619732
0.1700000000000017,1.8899999987334013,0.633239436619732
0.17999999999999972,1.900000000372529,0.6132394366197502
0.17999999999999972,2.2099999990314245,0.5832394366197491
0.18999999999999773,2.1799999997019768,0.6132394366197502
0.18999999999999773,1.9299999997019768,0.6132394366197502
0.20000000000000284,1.969999998807907,0.6232394366197411
0.21000000000000085,2.349999999627471,0.6032394366197309
0.21999999999999886,1.8100000005215406,0.6132394366197502
0.21999999999999886,2.2400000002235174,0.6232394366197411
0.22999999999999687,2.1600000001490116,0.6132394366197502
0.240000000000002,2.299999998882413,0.59323943661974
0.25,2.0099999997764826,0.633239436619732
0.259999999999998,2.1299999989569187,0.6032394366197309
0.259999999999998,1.7799999993294477,0.6132394366197502
0.2700000000000031,1.9100000001490116,0.6432394366197514
0.2700000000000031,2.0,0.6132394366197502
0.28000000000000114,2.299999998882413,0.633239436619732
0.28999999999999915,1.949999999254942,0.6032394366197309
0.29999999999999716,1.7599999997764826,0.6432394366197514
0.3100000000000023,1.650000000372529,0.6132394366197502
0.3100000000000023,1.900000000372529,0.6132394366197502
0.3200000000000003,2.080000000074506,0.6132394366197502
0.3200000000000003,1.9800000004470348,0.6632394366197332
0.3299999999999983,2.169999999925494,0.6532394366197423
0.3400000000000034,2.0700000002980232,0.5232394366197468
0.3500000000000014,2.1299999989569187,0.6132394366197502
0.35999999999999943,2.150000000372529,0.6032394366197309
0.35999999999999943,2.0,0.59323943661974
0.36999999999999744,1.9100000001490116,0.6532394366197423
0.38000000000000256,1.9199999999254942,0.6232394366197411
0.38000000000000256,2.080000000074506,0.5832394366197491
0.39000000000000057,2.1899999994784594,0.633239436619732
0.3999999999999986,2.0600000005215406,0.6232394366197411
0.4099999999999966,2.230000000447035,0.633239436619732
0.4099999999999966,2.3899999987334013,0.553239436619748
0.4200000000000017,1.9800000004470348,0.6032394366197309
0.4299999999999997,1.6299999989569187,0.5732394366197298
0.4399999999999977,2.119999999180436,0.6632394366197332
0.4399999999999977,1.650000000372529,0.5832394366197491
0.45000000000000284,2.2099999990314245,0.633239436619732
0.46000000000000085,2.0700000002980232,0.6032394366197309
0.46000000000000085,1.6699999999254942,0.6232394366197411
0.46999999999999886,2.169999999925494,0.6032394366197309
0.4799999999999969,2.369999999180436,0.6032394366197309
0.490000000000002,1.7699999995529652,0.6232394366197411
0.490000000000002,2.299999998882413,0.6432394366197514
0.5,2.3599999994039536,0.6132394366197502
0.509999999999998,1.8599999994039536,0.633239436619732
0.5200000000000031,1.9199999999254942,0.6432394366197514
0.5200000000000031,2.0399999991059303,0.6132394366197502
0.5300000000000011,2.080000000074506,0.6232394366197411
0.5399999999999991,2.199999999254942,0.59323943661974
0.5399999999999991,2.049999998882413,0.6132394366197502
0.5499999999999972,2.0,0.59323943661974
0.5600000000000023,2.2400000002235174,0.6132394366197502
0.5700000000000003,1.799999998882413,0.5832394366197491
0.5700000000000003,1.7699999995529652,0.6132394366197502
0.5799999999999983,2.0099999997764826,0.633239436619732
0.5900000000000034,1.9100000001490116,0.6432394366197514
0.5900000000000034,1.9299999997019768,0.6232394366197411
0.6000000000000014,2.2599999997764826,0.633239436619732
0.6099999999999994,2.2899999991059303,0.6232394366197411
0.6199999999999974,1.8699999991804361,0.6432394366197514
0.6199999999999974,2.019999999552965,0.6032394366197309
0.6300000000000026,2.0,0.5732394366197298
0.6400000000000006,2.169999999925494,0.6232394366197411
0.6499999999999986,2.0600000005215406,0.6032394366197309
0.6499999999999986,2.0399999991059303,0.6732394366197241
0.6599999999999966,2.1399999987334013,0.5832394366197491
0.6700000000000017,1.9299999997019768,0.59323943661974
0.6700000000000017,2.0,0.6032394366197309
0.6799999999999997,1.9299999997019768,0.6132394366197502
0.6899999999999977,2.0399999991059303,0.5632394366197389
0.7000000000000028,2.469999998807907,0.6032394366197309
0.7000000000000028,2.099999999627471,0.5732394366197298
0.7100000000000009,2.1799999997019768,0.6132394366197502
0.7199999999999989,1.849999999627471,0.5732394366197298
0.7199999999999989,2.369999999180436,0.6232394366197411
0.7299999999999969,2.019999999552965,0.633239436619732
0.740000000000002,2.199999999254942,0.6132394366197502
0.740000000000002,2.019999999552965,0.6132394366197502
0.75,1.6899999994784594,0.5832394366197491
0.759999999999998,2.0399999991059303,0.5732394366197298
0.7700000000000031,2.0,0.6232394366197411
0.7800000000000011,2.2799999993294477,0.59323943661974
0.7800000000000011,2.169999999925494,0.6032394366197309
0.7899999999999991,2.0399999991059303,0.6032394366197309
0.7999999999999972,2.0299999993294477,0.6132394366197502
0.7999999999999972,1.6899999994784594,0.5832394366197491
0.8100000000000023,2.0,0.6432394366197514
0.8200000000000003,1.8699999991804361,0.6532394366197423
0.8299999999999983,2.0899999998509884,0.59323943661974
0.8299999999999983,1.9399999994784594,0.5732394366197298
0.8400000000000034,2.2099999990314245,0.59323943661974
