time (min),f (Hz),d (ppm)
0.0,-0.03999999910593033,0.9042729970326349
0.0,0.0,0.8742729970326337
0.00999999999999801,-0.23999999463558197,0.8342729970326417
0.020000000000003126,0.4699999988079071,0.8442729970326326
0.020000000000003126,4.100000001490116,0.8342729970326417
0.030000000000001137,4.230000004172325,0.8442729970326326
0.030000000000001137,2.0,0.8442729970326326
0.03999999999999915,4.21000000089407,0.8542729970326377
0.04999999999999716,3.7400000020861626,0.8142729970326315
0.04999999999999716,1.160000003874302,0.8342729970326417
0.060000000000002274,-4.070000000298023,0.8742729970326337
0.060000000000002274,-6.8599999994039536,0.9442729970326411
0.07000000000000028,-11.5,0.9242729970326309
0.0799999999999983,-14.530000001192093,0.934272997032636
0.0799999999999983,-18.299999997019768,0.9442729970326411
0.09000000000000341,-19.929999999701977,0.954272997032632
0.09000000000000341,-21.570000000298023,1.0242729970326394
0.10000000000000142,-26.19999999552965,1.0442729970326354
0.10999999999999943,-29.030000001192093,1.1042729970326377
0.10999999999999943,-31.28999999910593,1.1342729970326388
0.11999999999999744,-33.82000000029802,1.1742729970326309
0.11999999999999744,-36.73999999463558,1.204272997032632
0.13000000000000256,-40.41999999433756,1.204272997032632
0.14000000000000057,-41.57999999821186,1.2742729970326394
0.14000000000000057,-45.57000000029802,1.2142729970326371
0.14999999999999858,-48.519999995827675,1.3642729970326286
0.14999999999999858,-49.50999999791384,1.2942729970326354
0.1599999999999966,-53.62999999523163,1.3342729970326417
0.1700000000000017,-55.44999999552965,1.3542729970326377
0.1700000000000017,-58.16999999433756,1.3742729970326337
0.17999999999999972,-60.92999999970198,1.3742729970326337
0.17999999999999972,-63.099999994039536,1.3742729970326337
0.18999999999999773,-65.72999999672174,1.3742729970326337
0.20000000000000284,-68.34999999403954,1.3642729970326286
0.20000000000000284,-70.68999999761581,1.3842729970326388
0.21000000000000085,-73.72999999672174,1.3742729970326337
0.21000000000000085,-75.75999999791384,1.3942729970326297
0.21999999999999886,-78.28999999910593,1.3942729970326297
0.22999999999999687,-79.98999999463558,1.4042729970326349
0.22999999999999687,-82.92999999970198,1.41427299703264
0.240000000000002,-84.93999999761581,1.3942729970326297
0.240000000000002,-86.5,1.4442729970326411
0.25,-90.07000000029802,1.4042729970326349
0.259999999999998,-91.32000000029802,1.4642729970326371
0.259999999999998,-93.89000000059605,1.41427299703264
0.2700000000000031,-95.2800000011921,1.3242729970326366
0.2700000000000031,-97.48999999463558,1.4642729970326371
0.28000000000000114,-102.34999999403954,1.4842729970326332
0.28999999999999915,-106.5300000011921,1.5742729970326366
0.28999999999999915,-103.82999999821186,1.3742729970326337
0.29999999999999716,-108.82999999821186,1.5242729970326394
0.29999999999999716,-107.75999999791384,1.4642729970326371
0.3100000000000023,-110.68999999761581,1.4742729970326423
0.3200000000000003,-110.7199999988079,1.2742729970326394
0.3200000000000003,-116.60999999940395,1.3342729970326417
0.3299999999999983,-115.9699999988079,1.5842729970326417
0.3299999999999983,-120.40999999642372,1.434272997032636
0.3400000000000034,-121.82999999821186,1.5542729970326405
0.3500000000000014,-123.25,1.4642729970326371
0.3500000000000014,-126.17999999970198,1.4942729970326383
0.35999999999999943,-126.69999999552965,1.5442729970326354
0.35999999999999943,-129.1199999973178,1.4942729970326383
0.36999999999999744,-131.34999999403954,1.4942729970326383
0.38000000000000256,-132.21000000089407,1.4842729970326332
0.38000000000000256,-135.26999999582767,1.4742729970326423
0.39000000000000057,-137.66999999433756,1.4942729970326383
0.3999999999999986,-138.89000000059605,1.4742729970326423
0.3999999999999986,-141.12999999523163,1.5742729970326366
0.4099999999999966,-143.87999999523163,1.5542729970326405
0.4099999999999966,-144.5,1.5042729970326292
0.4200000000000017,-147.87999999523163,1.5342729970326303
0.4299999999999997,-149.46000000089407,1.5842729970326417
0.4299999999999997,-151.25999999791384,1.5542729970326405
0.4399999999999977,-152.9399999976158,1.5742729970326366
0.4399999999999977,-153.79999999701977,1.6042729970326377
0.45000000000000284,-157.0899999961257,1.6142729970326286
0.46000000000000085,-158.03999999910593,1.6342729970326388
0.46000000000000085,-160.3399999961257,1.5942729970326326
0.46999999999999886,-161.97999999672174,1.6142729970326286
0.46999999999999886,-163.5899999961257,1.6142729970326286
0.4799999999999969,-165.39999999850988,1.66427299703264
0.490000000000002,-167.23999999463558,1.66427299703264
0.490000000000002,-170.29999999701977,1.6542729970326349
0.5,-170.64000000059605,1.6942729970326411
0.5,-173.3099999949336,1.684272997032636
0.509999999999998,-174.67999999970198,1.684272997032636
0.5200000000000031,-177.29999999701977,1.6742729970326309
0.5200000000000031,-178.23999999463558,1.6942729970326411
0.5300000000000011,-180.32000000029802,1.6942729970326411
0.5300000000000011,-182.17999999970198,1.7642729970326343
0.5399999999999991,-184.96000000089407,1.704272997032632
0.5499999999999972,-185.7800000011921,1.7142729970326371
0.5499999999999972,-187.71000000089407,1.7842729970326303
0.5600000000000023,-188.57999999821186,1.7742729970326394
0.5600000000000023,-189.3399999961257,1.8042729970326405
0.5700000000000003,-190.28999999910593,1.7842729970326303
0.5799999999999983,-190.5599999949336,1.7942729970326354
0.5799999999999983,-191.1199999973178,1.7542729970326292
0.5900000000000034,-191.8399999961257,1.7942729970326354
0.5900000000000034,-193.15999999642372,1.8242729970326366
0.6000000000000014,-193.89000000059605,1.7842729970326303
0.6099999999999994,-194.5899999961257,1.8142729970326315
0.6099999999999994,-194.51999999582767,1.8142729970326315
0.6199999999999974,-195.21000000089407,1.8542729970326377
0.6199999999999974,-196.39000000059605,1.7942729970326354
0.6300000000000026,-197.00999999791384,1.7842729970326303
0.6400000000000006,-197.0599999949336,1.8242729970326366
0.6400000000000006,-197.82999999821186,1.8642729970326286
0.6499999999999986,-198.76999999582767,1.8342729970326417
0.6499999999999986,-198.14999999850988,1.8142729970326315
0.6599999999999966,-198.89000000059605,1.8242729970326366
0.6700000000000017,-200.41999999433756,1.8542729970326377
0.6700000000000017,-200.40999999642372,1.8542729970326377
0.6799999999999997,-200.25999999791384,1.8342729970326417
0.6799999999999997,-200.3699999973178,1.8542729970326377
0.6899999999999977,-201.48999999463558,1.8642729970326286
0.7000000000000028,-201.92999999970198,1.8542729970326377
0.7000000000000028,-202.76999999582767,1.8542729970326377
0.7100000000000009,-201.8699999973178,1.8342729970326417
0.7199999999999989,-202.8099999949336,1.8742729970326337
0.7199999999999989,-202.8099999949336,1.8442729970326326
0.7299999999999969,-204.41999999433756,1.8842729970326388
0.7299999999999969,-204.22999999672174,1.8842729970326388
0.740000000000002,-204.16999999433756,1.8842729970326388
0.740000000000002,-204.57000000029802,1.8542729970326377
0.75,-205.26999999582767,1.8742729970326337
0.759999999999998,-206.22999999672174,1.8942729970326297
0.759999999999998,-205.87999999523163,1.91427299703264
0.7700000000000031,-206.09999999403954,1.9042729970326349
0.7700000000000031,-206.82000000029802,1.8742729970326337
0.7800000000000011,-206.91999999433756,1.9042729970326349
0.7899999999999991,-207.39999999850988,1.9042729970326349
0.7899999999999991,-207.12999999523163,1.8842729970326388
0.7999999999999972,-208.17999999970198,1.9042729970326349
0.8100000000000023,-208.79999999701977,1.9242729970326309
0.8100000000000023,-209.04999999701977,1.9242729970326309
0.8200000000000003,-209.25999999791384,1.91427299703264
0.8200000000000003,-209.1899999976158,1.91427299703264
0.8299999999999983,-209.39999999850988,1.8942729970326297
0.8400000000000034,-210.29999999701977,1.91427299703264
0.8400000000000034,-210.44999999552965,1.9242729970326309
0.8500000000000014,-211.19999999552965,1.934272997032636
0.8500000000000014,-211.22999999672174,1.934272997032636
0.8599999999999994,-211.5,1.954272997032632
0.8599999999999994,-211.71000000089407,1.9042729970326349
0.8699999999999974,-212.0599999949336,1.91427299703264
0.8800000000000026,-212.2199999988079,1.9242729970326309
0.8800000000000026,-211.89000000059605,1.934272997032636
0.8900000000000006,-212.6899999976158,1.934272997032636
0.8999999999999986,-213.4399999976158,1.9242729970326309
0.8999999999999986,-213.23999999463558,1.9442729970326411
0.9099999999999966,-213.3099999949336,1.954272997032632
0.9099999999999966,-213.82000000029802,1.934272997032636
0.9200000000000017,-214.59999999403954,1.9242729970326309
0.9299999999999997,-214.73999999463558,1.9642729970326371
0.9299999999999997,-214.3399999961257,1.9442729970326411
0.9399999999999977,-214.9699999988079,1.9642729970326371
0.9399999999999977,-215.53999999910593,1.934272997032636
0.9500000000000028,-216.1899999976158,1.9642729970326371
0.9600000000000009,-216.0300000011921,1.954272997032632
0.9600000000000009,-216.72999999672174,1.9442729970326411
0.9699999999999989,-217.07999999821186,1.9642729970326371
0.9699999999999989,-215.97999999672174,1.954272997032632
0.9799999999999969,-216.64000000059605,1.9742729970326423
0.990000000000002,-217.0300000011921,1.9842729970326332
0.990000000000002,-217.5599999949336,1.9642729970326371
1.0,-217.64000000059605,1.9742729970326423
1.0,-218.25999999791384,1.9642729970326371
1.009999999999998,-218.54999999701977,2.004272997032629
1.0200000000000031,-218.72999999672174,2.004272997032629
1.0200000000000031,-219.3099999949336,1.9842729970326332
1.0300000000000011,-219.85999999940395,1.9842729970326332
1.0300000000000011,-219.94999999552965,1.9842729970326332
1.0399999999999991,-220.26999999582767,1.954272997032632
1.0499999999999972,-220.04999999701977,2.0142729970326343
1.0499999999999972,-220.94999999552965,1.9942729970326383
1.0600000000000023,-220.87999999523163,2.004272997032629
1.0600000000000023,-220.82000000029802,2.0142729970326343
1.0700000000000003,-221.23999999463558,1.91427299703264
1.0799999999999983,-221.5599999949336,2.0242729970326394
1.0799999999999983,-221.4699999988079,1.9742729970326423
1.0900000000000034,-222.09999999403954,2.004272997032629
1.0900000000000034,-222.91999999433756,2.0242729970326394
1.1000000000000014,-222.39000000059605,2.0242729970326394
1.1099999999999994,-223.1899999976158,2.0342729970326303
1.1099999999999994,-223.26999999582767,1.9942729970326383
1.1199999999999974,-223.48999999463558,1.9742729970326423
1.1300000000000026,-223.98999999463558,2.0142729970326343
1.1300000000000026,-223.46000000089407,1.954272997032632
1.1400000000000006,-223.03999999910593,2.0142729970326343
1.1400000000000006,-223.32999999821186,2.0142729970326343
1.1499999999999986,-224.8699999973178,2.0442729970326354
1.1599999999999966,-224.12999999523163,1.9742729970326423
1.1599999999999966,-224.92999999970198,1.9942729970326383
1.1700000000000017,-225.6899999976158,2.0342729970326303
1.1700000000000017,-224.0899999961257,2.0742729970326366
1.1799999999999997,-225.78999999910593,1.9742729970326423
1.1899999999999977,-226.29999999701977,2.004272997032629
1.1899999999999977,-225.14000000059605,1.9942729970326383
1.2000000000000028,-226.84999999403954,2.1042729970326377
1.2000000000000028,-226.12999999523163,2.0842729970326417
1.2100000000000009,-226.64000000059605,2.0942729970326326
1.2199999999999989,-226.2800000011921,2.0142729970326343
1.2199999999999989,-226.94999999552965,1.9942729970326383
1.2299999999999969,-227.44999999552965,2.0342729970326303
1.2299999999999969,-228.00999999791384,2.0142729970326343
1.240000000000002,-228.50999999791384,2.0642729970326315
1.25,-227.8699999973178,2.0342729970326303
1.25,-227.5,2.0642729970326315
1.259999999999998,-229.4699999988079,2.0742729970326366
1.259999999999998,-228.89999999850988,2.0742729970326366
1.2700000000000031,-228.71000000089407,2.0742729970326366
1.2800000000000011,-228.98999999463558,2.0442729970326354
1.2800000000000011,-228.92999999970198,2.1042729970326377
1.2899999999999991,-229.03999999910593,2.0242729970326394
1.2999999999999972,-229.62999999523163,2.0842729970326417
1.2999999999999972,-230.54999999701977,2.0442729970326354
1.3100000000000023,-229.76999999582767,2.0842729970326417
1.3200000000000003,-229.78999999910593,2.0142729970326343
1.3200000000000003,-230.40999999642372,2.0842729970326417
1.3299999999999983,-229.89000000059605,2.0742729970326366
1.3299999999999983,-230.65999999642372,2.0542729970326405
1.3400000000000034,-231.44999999552965,2.0742729970326366
1.3500000000000014,-230.90999999642372,2.0842729970326417
1.3500000000000014,-231.9399999976158,2.134272997032639
1.3599999999999994,-231.29999999701977,2.0742729970326366
1.3599999999999994,-231.91999999433756,2.0842729970326417
1.3699999999999974,-232.53999999910593,2.0642729970326315
1.3800000000000026,-232.47999999672174,2.0742729970326366
1.3800000000000026,-232.75,2.0642729970326315
1.3900000000000006,-234.14999999850988,2.0942729970326326
1.3900000000000006,-232.78999999910593,2.0942729970326326
1.3999999999999986,-233.96000000089407,2.0842729970326417
1.4099999999999966,-233.82999999821186,2.0942729970326326
1.4099999999999966,-234.54999999701977,2.0842729970326417
1.4200000000000017,-234.0,2.0842729970326417
1.4299999999999997,-233.2199999988079,2.0842729970326417
1.4299999999999997,-233.85999999940395,2.0842729970326417
1.4399999999999977,-234.25,2.0742729970326366
1.4399999999999977,-234.2199999988079,2.134272997032639
1.4500000000000028,-235.65999999642372,2.1442729970326297
1.4600000000000009,-236.22999999672174,2.1042729970326377
1.4600000000000009,-236.0300000011921,2.134272997032639
1.4699999999999989,-236.39999999850988,2.0942729970326326
1.4799999999999969,-235.14999999850988,2.0742729970326366
1.4799999999999969,-236.69999999552965,2.1142729970326286
1.490000000000002,-234.64000000059605,2.1042729970326377
1.490000000000002,-236.89000000059605,2.1042729970326377
1.5,-236.94999999552965,2.174272997032631
