Time_3;F_3:5;D_3:5;F_3:7;D_3:7;F_3:9;D_3:9;F_3:11;D_3:11;F_3:13;D_3:13;Meas. Temp. Time;Tact
1,33281734120101;2,74667399935424E-10;0;-5,40694600204006E-10;0;3,59250407200307E-11;0;5,6070348364301E-10;0;4,89308149553835E-10;0;-0,0367393270134926;22,0311783160223
3,50875605177134;-0,00528831603469371;-0,0017678020520222;-0,00439140148228034;0,00104333675128565;0,00515767687193147;0,000525170351935778;-0,0263174211249861;-0,00111635224891415;-0,00634272175693695;-0,00877608351828307;0,822157015092671;22,0288766386672
5,68695033248514;0,0101177479091348;-0,000907776853798836;0,00355428509647027;0,00180187339279225;-0,00668136026843058;0,000394495259501859;-0,0295740638080133;-0,00285904552032257;-0,00244103093928061;-0,00436360733053931;1,83611688949168;22,0318359381238
7,86539229843765;0,00572718632838587;0,00189051430083076;-0,00150823434341874;0,000116142618299619;-0,00922384606201376;0,00141162781518833;-0,0391092802801722;-0,011176882632288;0,00352061187641084;-0,00677444790296278;2,85009310860187;22,0357816707324
10,039424335584;-0,0122372676664781;0,00223072763081866;-0,00496842766233385;0,000747651704921637;-0,00570404774316557;0,00320599881932804;-0,00338374428611132;-0,00468574027431323;-0,0132246837856655;-0,00585216405769806;3,86404292471707;22,0449883801527
12,2121487958357;-0,0161975850401177;0,00130677339051211;0,00199528516623104;0,00138791564429397;-0,00963000784031465;0,000344226055823071;-0,00636395823721614;-0,00365820749482104;-0,0113212232095066;-0,00928961534201456;4,87802040111274;22,0397274033411
14,3895918484777;0,0131934034588994;0,000559917035799273;-0,00983562161673035;0,00264229064494614;-0,0185981574627476;0,00121843484928785;-0,0193378161111468;0,00381806892327496;-0,0175957256474248;-0,00699512504829336;5,89229019638151;22,0449883801527
16,5650314167142;0,00357750681678226;-0,00326435916467638;-0,0127647673530191;0,000628270386306973;-0,0172620059356632;-0,000297918347628823;-0,0140435805187735;0,00261618713332545;-0,0202275119986552;-0,00480203040658722;6,90595460869372;22,0294077949799
18,7398461140692;-0,0130971235271318;-0,000104744291297365;-0,00541672164627016;2,1739983710134E-5;-0,0162022701210844;0,00160959064589683;-0,0103430722060693;0,000406917250503014;-0,0361394401616053;-0,00455183504969092;7,91993522830307;22,0265749613122
20,9161594957113;-0,0137611975010259;-0,00204189831039336;-0,0095310567830893;0,00294684348963958;-0,0246595210142004;-0,000398040378009057;-0,0187786717119707;0,00200344925658413;-0,0271839328374881;-0,00353144705749564;8,9338787579909;22,0357816707324
23,0914802504703;-0,000161920213486155;-0,000390320981084713;-0,0148384661629279;-0,000162299562489032;-0,0234507504078465;0,000300908911079922;-0,00616409844451482;0,00748324616351148;-0,0510334992327444;0,000641819937731825;9,94789206702262;22,0318359381238
25,2651703059673;-0,014345739507462;0,000720183632271443;-0,0208578147080516;0,00013265616551994;-0,0232853276502283;0,000974424677789187;-0,0240558935652189;0,00155947330910244;-0,050616398537386;-0,00666368101758685;10,9619361795485;22,0357816707324
27,4417370306328;-0,0151159417864619;0,00248163029572268;-0,0142624553909627;-0,000441633434689059;-0,0292186811207102;0,00050128414317907;-0,0367190215888513;-0,00454553334092722;-0,049295183641334;0,00368983962172287;11,9759406875819;22,0511261864329
29,6136788306758;-0,0057424624496889;-0,000244419949801511;-0,0291964065900174;0,00159216294136488;-0,0352271422384547;0,000883981087772767;-0,00982074112516784;-0,00624085384899509;-0,0300724512944726;0,00111899128742898;12,9898408409208;22,0265749613122
31,7896175412461;-0,0249798302588715;-0,000658346259909237;-0,0260600729798171;-0,000880939919692736;-0,0300205581356749;0,00126061424230883;-0,0127401833997283;-0,00204466691366534;-0,044463578408795;-0,00270550975374206;14,0037793414667;22,0523537476889
33,9639330962673;-0,0252258074519887;0,000693794091541022;-0,0232641553325266;-0,000846010018706878;-0,0310790927514972;0,000510660497181625;-0,0178847097349717;0,00399605917072066;-0,0514097168734224;0,00405858749344645;15,0177354440093;22,0318359381238
36,141499362886;-0,0217207920786677;-0,00245598435306782;-0,0328167437528464;-4,02155937520021E-5;-0,0435439240241067;0,00214731732523621;0,00358052201409009;0,0129597029299617;-0,0331220564626165;0,00351784733917881;16,0318122459576;22,0403850254426
38,3185664871708;-0,0330035422975925;0,00389258357553501;-0,03972544042972;0,00188500059733077;-0,0401554190088973;6,39308572125685E-6;0,0111684872531441;0,0091181348089826;-0,0367707908990269;-0,000523592233827586;17,0457557756454;22,054195089573
40,4945064550266;-0,0310332682961416;-0,00296645843724619;-0,0317184760187956;0,000390161075493722;-0,0358235007829535;0,000666521794982167;-0,00286818781523834;0,0075725681140657;-0,0644356700927347;0,00832136891988178;18,059668501839;22,0294077949799
