Time_1;F_1:5;D_1:5;F_1:7;D_1:7;F_1:9;D_1:9;F_1:11;D_1:11;F_1:13;D_1:13;Meas. Temp. Time;Tact
0,0955409351736307;4,60659066447988E-10;0;-4,07453626394272E-10;0;3,59250407200307E-11;0;-2,01453076442704E-10;0;-8,36735125631094E-11;0;-0,0367393270134926;22,0311783160223
2,27098176069558;-0,328020308450959;-0,0392417522828907;-0,300130797691509;0,190391210680261;-0,311186720891783;-0,00914688033381594;-1,03458909710525;0,173036638902047;-0,29839257044614;-0,0621331406489674;0,822157015092671;22,0288766386672
4,44792692828923;-0,647219495014269;-0,0838769984949579;-0,583481461217161;0,000194652338294077;-0,798763494488867;-0,125861960771033;-0,829808081617102;0,228376967293329;-0,596353459327474;-0,131300840150971;1,83611688949168;22,0318359381238
6,62661909405142;-1,11052918835094;-0,157146856630561;-1,07746969629943;-0,0113330613814071;-0,925797923535811;-0,123053259675274;-1,02458556219744;0,232561228218785;-0,450891072443937;-0,17596284019956;2,85009310860187;22,0357816707324
8,80255843326449;-1,37643502383025;-0,159819224494413;-1,43030654892618;-0,0287192551814428;-1,60861768983841;-0,0660386093585004;-1,71812544512295;0,183594723913245;-1,35145606395508;-0,45732589865537;3,86404292471707;22,0449883801527
10,9768689591438;-1,84027107460906;-0,148784709370233;-1,87423712162354;-0,118130020336338;-1,89007678127655;-0,129385595673099;-2,20048342258906;0,173085261768279;-2,1098719194224;-0,268967040445261;4,87802040111274;22,0397274033411
13,1498178448528;-1,91180028198778;-0,198279698390678;-2,48774161017673;-0,156215641632954;-2,37975657644938;-0,23532694132868;-2,49043367078184;0,108774222469634;-2,64979669517379;-0,23207089907099;5,89229019638151;22,0449883801527
15,3261337410659;-2,65019738851606;-0,474093238997625;-2,42111408857681;-0,220276173421212;-2,59821829030625;-0,277884181577946;-2,93687078376888;-0,0015438906973344;-2,08277229457281;-0,150920182157734;6,90595460869372;22,0294077949799
17,5028224224225;-2,52745097084471;-0,322223890821704;-2,67719753127312;-0,256558033719998;-2,82268750829553;-0,254178795294138;-3,1621520954759;-0,0945394355828597;-2,71715219613816;-0,581201598072425;7,91993522830307;22,0265749613122
19,6780130481347;-3,13081326960128;-0,444779564935601;-2,95624326955294;-0,276315371491464;-3,06497932470211;-0,29602839779109;-3,07060435705398;-0,0100447354684832;-3,22704101419549;-0,489696448892545;8,9338787579909;22,0357816707324
21,8534557595849;-2,99285068391373;-0,406140190052497;-3,10811144580066;-0,322936754755631;-3,21063268181069;-0,332783252758119;-2,95823621499085;-0,000420681979846904;-3,57677238041742;-0,237975052794383;9,94789206702262;22,0318359381238
24,0282717142254;-3,03584710686027;-0,517182493325862;-3,19702360394058;-0,277273259767654;-3,26378885156282;-0,33470686926988;-3,75704373574899;-0,0968547347462589;-3,13994807930294;-0,451893560206869;10,9619361795485;22,0357816707324
26,2049591382965;-3,08208161397397;-0,540707683783324;-3,49793816398596;-0,409481194183044;-3,44143695132334;-0,396217989604665;-3,30742797207904;-0,0588163767757663;-3,44666369726201;-0,208036746681998;11,9759406875819;22,0511261864329
28,3770304387435;-3,3354597414891;-0,478551533438463;-3,35273030760345;-0,458083497535739;-3,58949614478206;-0,411556228506782;-3,59065950411104;-0,235864557112308;-3,58313258917633;-0,176868193619001;12,9898408409208;22,0265749613122
30,5512221511453;-3,33342448575922;-0,623347300928202;-3,74658611351151;-0,328706140469194;-3,58775295810301;-0,361818643483161;-4,04834214618086;-0,166319850067495;-3,0620030228597;-0,305596118855618;14,0037793414667;22,0523537476889
32,7255370775238;-3,2502509909732;-0,613771028409701;-3,46103160336907;-0,342563630957656;-3,75232700503238;-0,457977764583958;-3,86182459193014;-0,0997661900725006;-3,31822499641203;-0,437366990504032;15,0177354440093;22,0318359381238
34,9031027154997;-3,27442809595277;-0,502254312343553;-3,52322011481738;-0,404026492925638;-3,73130412644514;-0,325683918357143;-3,95898904807018;-0,0403470646619155;-2,59361913522025;-0,845469082123316;16,0318122459576;22,0403850254426
37,0786667549983;-3,67269401057183;-0,628740777959166;-3,529828987359;-0,494425885365814;-3,88666374895047;-0,486143941656294;-4,16710636378502;-0,0970513617689477;-4,07426288732313;-0,463281060078188;17,0457557756454;22,054195089573
39,2571099782363;-3,54263068018963;-0,635271372418515;-3,87199237025516;-0,45592366407314;-3,88583087172492;-0,437058263051028;-3,79184369424365;-0,106078768037662;-3,06201237792357;-0,408617239538273;18,059668501839;22,0294077949799
41,4325520610437;-3,70424874155333;-0,541626677105626;-3,88976668820078;-0,439863314938876;-3,88724295956945;-0,435364909743086;-3,96047761040472;-0,150235977313571;-3,58634769294486;-0,446238057584054;19,0736824395135;22,0449883801527
43,6071171872318;-3,75216865567972;-0,515522841291073;-3,67605643866636;-0,423769090836103;-3,78424638092247;-0,487813920066216;-3,81375180408168;-0,0203028282104327;-2,61380763016405;-0,601054013419983;20,0876561440527;22,0336570454816
45,7824341701344;-3,63461731924235;-0,552148858267088;-3,85938674145837;-0,473530176586578;-3,72477246486187;-0,433856838988234;-4,14397174885153;-0,173313412300175;-3,65515970045908;-0,57863517787797;21,1015952732414;22,0265749613122
47,9578743670136;-3,66564138485592;-0,687073433498767;-3,82588542187113;-0,500189008760074;-3,95439155396207;-0,450971234918498;-3,69202804246925;-0,123548683774942;-4,09346776521306;-0,562325604349951;22,115560805425;22,0278902055151
