Time_4;F_4:5;D_4:5;F_4:7;D_4:7;F_4:9;D_4:9;F_4:11;D_4:11;F_4:13;D_4:13;Meas. Temp. Time;Tact
1,9902437441051;-9,82254277914762E-11;0;-8,18545231595635E-12;0;3,63797880709171E-11;0;3,91082721762359E-10;0;2,74212652584538E-10;0;-0,0367393270134926;22,0311783160223
4,1655261516571;-0,104136929014203;-0,0877770650192815;-0,219740764379367;0,0605023771732505;-0,225644862450281;-0,0696211353287453;-0,0655330158247125;-0,0299766643598645;-0,713057263265;0,134319329767322;0,822157015092671;22,0288766386672
6,34337467886508;0,0139358467372404;-0,17274515742622;-0,194580884924562;-0,0863038078830414;-0,35820359319132;-0,116003693505547;-0,555088844775128;0,0232072918489195;-1,15046386450604;-0,0117130321263375;1,83611688949168;22,0318359381238
8,52144197374582;-0,419600965925838;-0,258954493556075;-0,448364566487726;-0,0850999236719616;-0,49073476257945;-0,130893279717412;-0,84013699497882;-0,118803394157254;-0,380840987265856;-0,0222658996861895;2,85009310860187;22,0357816707324
10,6966363713145;-0,279471938410097;-0,145380057895608;-0,757111302451904;-0,0877882828080914;-0,686622199048998;-0,193016964221115;-0,936646757764265;-0,10810891338329;-0,799428573320256;0,0968366353440189;3,86404292471707;22,0449883801527
12,8685731422156;-0,0407222428411842;-0,202513072569445;-0,743245586761077;-0,0695660873904842;-0,896989497009599;-0,218338636646891;-1,02876054253284;-0,245504143757273;-0,6347672661459;-0,00650695005133173;4,87802040111274;22,0397274033411
15,045636494644;-0,802859684923078;-0,325811581032809;-0,943877166943366;-0,155902080597357;-1,1745462715262;-0,177655253080403;-1,28284823923104;-0,0482580764575431;-1,40011644164042;-0,0981227199367112;5,89229019638151;22,0449883801527
17,2212080778554;-0,681707556644142;-0,192963890809949;-1,35927463855887;-0,15715276914419;-1,52617361061812;-0,253476482122451;-1,59061786086886;-0,0918926070636275;-1,33443152877089;-0,192822532745879;6,90595460869372;22,0294077949799
19,3961491324008;-0,964298877963301;-0,312587280909185;-1,55492693825227;-0,149175004187427;-1,67114680256782;-0,23298917853586;-1,86126360529033;-0,237930077068526;-2,11990163505152;0,202161817418443;7,91993522830307;22,0265749613122
21,5728371851146;-1,66884612674403;-0,384940433721283;-1,94786179811581;-0,246078722410829;-2,05680354929336;-0,258040576752492;-1,91476810819904;-0,244564759163751;-2,36675922315953;0,0758955435391471;8,9338787579909;22,0357816707324
23,7475292971358;-1,79641421521592;-0,372221103913375;-2,4004229722359;-0,256404040398053;-2,35324825922362;-0,340277083481681;-2,28046765003864;-0,213546796630368;-1,96716799444948;-0,02363201981656;9,94789206702262;22,0318359381238
25,9220975665376;-2,34190086434182;-0,421058142321613;-2,5846534105367;-0,212781251876962;-2,57802536997224;-0,29232422367869;-2,80207665564149;-0,248580426088878;-2,48812660203612;-0,0866337225298821;10,9619361795485;22,0357816707324
28,0985360480845;-2,4728967511146;-0,526938647547041;-2,80093620718344;-0,265424481099927;-2,96128569374196;-0,310756099656729;-3,17016788126557;-0,299201037101668;-2,90960665650164;-0,126406807794538;11,9759406875819;22,0511261864329
30,2707293052226;-2,44602508182197;-0,453196019975991;-3,16025857521754;-0,293111345347384;-3,33594389256177;-0,292843563774909;-3,16916790768664;-0,246778923522641;-2,93089075932221;-0,197896266678811;12,9898408409208;22,0265749613122
32,4454163881019;-2,95014620358643;-0,366259861667515;-3,35354297715412;-0,29317024883737;-3,40553437004201;-0,294127101531785;-3,61467249787847;-0,197341620846572;-3,39046855529978;-0,145562959206501;14,0037793414667;22,0523537476889
34,6211105566472;-3,52803776721066;-0,476189629916433;-3,62519753086553;-0,315672238931484;-3,80420213934121;-0,282336869327295;-3,75280421933167;-0,238983722098922;-4,00661244559842;-0,00978946450509;15,0177354440093;22,0318359381238
